words,spell,correct,frequency
รับทราบ,['รับทราบ'],รับทราบ,2
รับรอง,['รับรอง'],รับรอง,2
รั่ว,['รั่ว'],รั่ว,26
รั้ว,['รั่ว'],รั่ว,15
รั่วไหล,['รั่วไหล'],รั่วไหล,4
ร้า,['ร้าน'],ร้าน,25
ราคา,['ราคา'],ราคา,4
ราง,['ราง'],ราง,58
รางน้ำ,"['รางน้ำ', 'อาบน้ำ', 'สายน้ำ', 'รดน้ำ', 'ปากน้ำ', 'ฟองน้ำ', 'ร่องน้ำ', 'กาน้ำ', 'อ่างน้ำ', 'พรายน้ำ', 'ช้างน้ำ', 'ตาน้ำ', 'ลายน้ำ', 'ชาวน้ำ', 'ซาวน้ำ', 'แดงน้ำ', 'รองช้ำ']",รางน้ำ,5
ราช,['ราด'],ราช,2
ราชการ,['ราชการ'],ราชการ,3
ราน,['ร้าน'],ร้าน,4
รา้น,['ร้าน'],ร้าน,6
ร้าน,['ร้าน'],ร้าน,173
ร้่าน,"['ร้าน', 'ร่าน']",ร้าน,6
ราย,['ราย'],ราย,2
ราย,['ตราย'],ตราย,5
รายได้,['รายได้'],รายได้,2
รายงาน,['รายงาน'],รายงาน,2
รายชื่อ,['รายชื่อ'],รายชื่อ,2
รายละเอียด,['รายละเอียด'],รายละเอียด,5
ราว,['ราว'],ราว,24
ร่าว,['ร้าว'],ร้าว,10
ร้าว,['ร้าว'],ร้าว,10
ริ,['ริม'],ริม,3
ริม,['ริม'],ริม,2
ริมถนน,['ริมถนน'],ริมถนน,2
ริ้อ,"['รื้อ', 'ริ้ว', 'ริ้น', 'ร้อ']",รื้อ,3
รีด,['รีด'],รีด,3
รีบ,['รีบ'],รีบ,2
รื้,['รื้อ'],รื้อ,3
รื้ถอน,"['รื้อถอน', 'ร้อน', 'รื้อ', 'เรื้อน', 'รื้น']",ถอน,3
รื้น,['รื้อ'],รื้อ,4
รือ,['รื้อ'],รื้อ,2
รื่อ,['รื้อ'],รื้อ,3
รื้อ,['รื้อ'],รื้อ,799
รื้อถอน,['รื้อถอน'],รื้อถอน,763
รืิ้อ,['รื้อ'],รื้อ,29
รุ,['รู'],รู,3
รุนแรง,['รุนแรง'],รุนแรง,2
รุป,['รูป'],รูป,2
รู,['รู'],รู,14
รู้,['รู้'],รู้,2
รูด,['รูด'],รูด,3
รูป,['รูป'],รูป,4
รูปประกอบ,['รูปประกอบ'],รูปประกอบ,2
รูรั่ว,"['รูรั่ว', 'ระรัว']",รูรั่ว,41
ลง,['ลง'],ลง,82
ลงเวลา,"['ลงเวลา', 'ล่วงเวลา', 'ทำเวลา']",ลงเวลา,2
ลงชื่อ,['ลงชื่อ'],ลงชื่อ,32
ลงพื้น,['ลงพื้น'],ลงพื้น,4
ลงมา,"['ลงมา', 'ลงกา', 'ลิมา', 'ลงยา', 'ลมา']",ลงมา,13
ลงลายมือชื่อ,['ลงลายมือชื่อ'],ลงลายมือชื่อ,3
ลด,['ลด'],ลด,6
ลบ,['ลบ'],ลบ,4
ลม,['ลม'],ลม,11
ล้ม,['ล้ม'],ล้ม,8
ล่วง,['ล่วง'],ล่วง,4
ล่วงหน้า,['ล่วงหน้า'],ล่วงหน้า,7
ลวด,['ลวด'],ลวด,21
ล่อ,['ล่อ'],ล่อ,4
ล้อ,['ล้อ'],ล้อ,18
ลอก,['ลอก'],ลอก,2
ล็อค,['ล็อค'],ล็อก,6
ลอง,['ลอง'],ลอง,5
ล่อฟ้า,['ล่อฟ้า'],ล่อฟ้า,6
ล้อม,['ล้อม'],ล้อม,12
ลอย,['ลอย'],ลอย,6
ลอยน้ำ,['ลอยน้ำ'],ลอยน้ำ,5
ล้อรถ,"['ล้อรถ', 'ล้อ', 'ล้อม', 'ลอร์', 'ล้อง', 'ล้อก', 'ล้อน', 'ล้อค']",ล้อรถ,4
ละ,['ละ'],ละ,2
ละเอียด,['ละเอียด'],ละเอียด,2
ละบาย,['ระบาย'],ระบาย,4
ละออง,['ละออง'],ละออง,4
ลั,"['ละออง', 'ลง', 'ละ', 'ลด', 'ลา', 'ลม', 'ลับ', 'ลิ', 'ลำ', 'ลบ', 'ลี', 'ลัก', 'ลอ', 'ลัน', 'ลู', 'ลัด', 'ลัย', 'ลัง', 'ลก', 'ลุ', 'ลัส', 'ลัม', 'ลน', 'ลล', 'ลว', 'ลท', 'ลัค', 'ลัล', 'ลัว', 'ลป', 'ลัท', 'ลพ', 'ลส', 'ลัต', 'ลัษ', 'ลัพ', 'ลัญ', 'ลภ', 'ลช', 'ลต', 'ลึ', 'ลัช', 'ลค', 'ลัข', 'ลัฟ', 'ลัซ', 'ลณ']",ละ,10
ลักษณะ,['ลักษณะ'],ลักษณะ,18
ลัง,['ลัง'],ลัง,4
ลัย,['ลัย'],ลัย,4
ลา,['ลา'],ลา,2
ล่า,['ล่า'],ล่า,393
ลาก,['ลาก'],ลาก,133
ลาง,['ลาง'],ลาง,2
ล่าง,['ล่าง'],ล่าง,3
ลาน,['ร้าน'],ร้าน,18
ล้าน,['ร้าน'],ร้าน,20
ล๊าน,['ร้าน'],ร้าน,2
ลานจอดรถ,['ลานจอดรถ'],ลานจอดรถ,3
ลาย,['ลาย'],ลาย,4
ลำ,['ลำ'],ลำ,2
ลิ,['ลิตร'],ลิตร,2
ลิง,['ลิง'],ลิ่ง,3
ลิ่ง,['ลิ่ง'],ลิ่ง,6
ลิตร,['ลิตร'],ลิตร,9
ลิฟท์,['ลิฟต์'],ลิฟต์,3
ลี,['ลี'],ลื่น,3
ลี่,['ลี่'],ลื่น,3
ลึก,['ลึก'],ลึก,2
ลื่น,['ลื่น'],ลื่น,3
ลื่นล้ม,['ลื่นล้ม'],ลื่นล้ม,2
ลืม,['ลืม'],ลืม,12
ลุก,['ลุก'],ลุก,3
ลูก,['ลูก'],ลูก,5
ลูกเต๋า,['ลูกเต๋า'],ลูกเต๋า,3
ลูกแก้ว,['ลูกแก้ว'],ลูกแก้ว,3
ลูกไฟ,['ลูกไฟ'],ลูกไฟ,2
ลูกถ้วย,['ลูกถ้วย'],ลูกถ้วย,3
ลูกบิด,['ลูกบิด'],ลูกบิด,4
วง,['วง'],วง,2
วท,['วันที่'],วันที่,77
วน,['วน'],วน,10
วัง,['วัง'],วัง,4
วัชพืช,['วัชพืช'],วัชพืช,305
วัด,['วัด'],วัด,185
วัตถุ,['วัตถุ'],วัตถุ,2
วัน,['วัน'],วัน,2
วันที่,['วันที่'],วันที่,2
วัส,['วัสดุ'],วัสดุ,2
วัสดุ,['วัสดุ'],วัสดุ,17
ว่า,['ว่า'],ว่า,81
วาง,['วาง'],วาง,139
ว่าง,['ว่าง'],ว่าง,2
วางแผน,['วางแผน'],วางแผน,2
วางสาย,['วางสาย'],วางสาย,18
วางหน้า,['วางหน้า'],วางหน้า,2
ว่าที่,['ว่าที่'],ว่าที่,2
วาน,['วาน'],วาน,2
วาล์ว,['วาล์ว'],วาล์ว,23
วิ,['วิ'],วิ,4
วิเคราะห์,['วิเคราะห์'],วิเคราะห์,8
วิ่ง,['วิ่ง'],วิ่ง,2
วิท,['วิท'],วิท,3
วิทยา,['วิทยา'],วิทยา,2
วิทยาลัย,['วิทยาลัย'],วิทยาลัย,2
วิทยุสื่อสาร,['วิทยุสื่อสาร'],วิทยุสื่อสาร,2
วิธี,['วิธี'],วิธี,15
วิศวกร,['วิศวกร'],วิศวกร,2
ศวกร,['ศวกร'],ศวกร,4
ศีรษะ,['ศีรษะ'],ศีรษะ,5
ศูนย์,['ศูนย์'],ศูนย์,2
ศูนย์กลาง,['ศูนย์กลาง'],ศูนย์กลาง,2
ษัท,['ษัท'],ษัท,5
ส,"['ส.', 'สี', 'สิ', 'สา', 'สุ', 'สม', 'ใส', 'สด', 'รส', 'สบ', 'สะ', 'สน', 'สู', 'สึ', 'สห', 'สร', 'โส', 'เส', 'สอ', 'สง', 'สำ', 'สว', 'สก', 'สต', 'ไส', 'สค', 'แส', 'อส', 'สป', 'ทส', 'สถ', 'นส', 'สพ', 'สย', 'ลส', 'วส', 'ยส', 'สฤ', 'ดส', 'สส', 'สภ', 'สล', 'สท', 'สช', 'บส', 'ษส', 'จส', 'สจ', 'มส', 'พส', 'ตส', 'สญ', 'กส', 'คส', 'สศ', 'ปส', 'ชส', 'ภส', 'สณ', 'ผส', 'สฐ']",ส.,80
ส่,"['ส่ง', 'สี', 'สู่', 'ใส่', 'สิ', 'สี่', 'สา', 'สุ', 'สม', 'สด', 'สบ', 'สะ', 'สน', 'บ่', 'สู', 'สึ', 'สห', 'สร', 'สอ', 'สง', 'สำ', 'ส่อ', 'สว', 'สก', 'สต', 'สค', 'ส่ำ', 'สป', 'ส่า', 'สถ', 'สพ', 'สย', 'แส่', 'ส่น', 'สฤ', 'สส', 'สภ', 'สล', 'สท', 'สช', 'ไส่', 'สจ', 'เส่', 'ส่ม', 'สญ', 'สศ', 'ห่', 'สฐ', 'สณ']",ส่ง,2
สเก็น,"['สเก็ต', 'เก็น', 'สเก็ด', 'สเป็น', 'สเต็น']",สเก็ต,2
สแกน,['สแกน'],สแกน,2
สไลด์,['สไลด์'],สไลด์,2
สกัด,['สกัด'],สกัด,434
ส่ง,['ส่ง'],ส่ง,44
ส่งผล,['ส่งผล'],ส่งผล,4
ส่งผลให้เกิด,['ส่งผลให้เกิด'],ส่งผลให้เกิด,2
สตารท,['สตารท'],สตาร์ท,6
สติก,['สติ๊ก'],สติ๊ก,3
สติ๊ก,['สติ๊ก'],สติ๊ก,4
สติกเกอร์,['สติกเกอร์'],สติ๊กเกอร์,3
สติ๊กเกอร์,['สติกเกอร์'],สติ๊กเกอร์,7
สถาน,['สถาน'],สถาน,5
สถานที่,['สถานที่'],สถานที่,7
สถานประกอบการ,['สถานประกอบการ'],สถานประกอบการ,6
สถานะ,['สถานะ'],สถานะ,5
สน,['สน'],สน,5
สนิท,['สนิท'],สนิท,9
สนิม,['สนิม'],สนิม,230
สภา,['สภาพ'],สภาพ,2
สภาพ,['สภาพ'],สภาพ,39
สม,['สม'],สม,4
ส้ม,['ส้ม'],ส้ม,2
สมใน,['สมใน'],สมใน,2
สมบูรณ์,['สมบูรณ์'],สมบูรณ์,7
สร้าง,['สร้าง'],สร้าง,5
สลัก,['สลัก'],สลัก,3
สลับ,['สลับ'],สลับ,37
สลิง,['สลิง'],สลิง,32
ส่วน,['ส่วน'],ส่วน,8
สวม,['สวม'],สวม,24
สวมใส่,['สวมใส่'],สวมใส่,86
สวมหน้ากาก,['สวมหน้ากาก'],สวมหน้ากาก,2
สว่าง,['สว่าง'],สว่าง,3
สว่าน,['สว่าน'],สว่าน,7
สอง,['สอง'],สอง,5
ส่อง,['ส่อง'],ส่อง,39
ส่องกล้อง,['ส่องกล้อง'],ส่องกล้อง,51
สอด,['สอด'],สอด,2
สอดคล้อง,['สอดคล้อง'],สอดคล้อง,6
สอบ,['สอบ'],สอบ,3
สอบเทียบ,['สอบเทียบ'],สอบเทียบ,7
สอบถาม,['สอบถาม'],สอบถาม,6
สะ,['สะ'],สะ,2
สะเก็ด,['สะเก็ด'],สะเก็ต,7
สะดวก,['สะดวก'],สะดวก,2
สะดุด,['สะดุด'],สะดุด,5
สะท้อน,['สะท้อน'],สะท้อน,10
สะบัด,['สะบัด'],สะบัด,3
สะพาน,['สะพาน'],สะพาน,2
สะสม,['สะสม'],สะสม,3
สั,"['สัง', 'สี', 'สัก', 'สิ', 'สา', 'สุ', 'สม', 'สด', 'สัน', 'สบ', 'สะ', 'สน', 'สัม', 'สู', 'สึ', 'สห', 'สร', 'สัง', 'สับ', 'สอ', 'สัญ', 'สง', 'สำ', 'สว', 'สก', 'สต', 'สค', 'สัท', 'สัต', 'สัจ', 'สัย', 'สป', 'สัด', 'สัพ', 'สัป', 'สถ', 'สพ', 'สย', 'สัช', 'สฤ', 'สส', 'สัส', 'สภ', 'สัค', 'สล', 'สท', 'สช', 'สัณ', 'สจ', 'สัล', 'สัว', 'สญ', 'สัฏ', 'สศ', 'สฐ', 'สณ', 'สัฟ', 'สัฒ', 'สัข']",สัง,2
สัง,['สัง'],สัง,2
สั่ง,['สั่ง'],สั่ง,3
สังเกต,['สังเกต'],สังเกต,6
สังเกตเห็น,['สังเกตเห็น'],สังเกตเห็น,2
สัญญา,['สัญญา'],สัญญา,5
สัญญาณ,['สัญญาณ'],สัญญาณ,19
สัญลักษณ์,['สัญลักษณ์'],สัญลักษณ์,4
สัตว์,['สัตว์'],สัตว์,3
สั่น,['สั่น'],สั่น,3
สั้น,['สั้น'],สั้น,3
สับสน,['สับสน'],สับสน,2
สัมผัส,['สัมผัส'],สัมผัส,2
สา,['สาย'],สาย,5
สา,['สา'],สา,3
สาเหตุ,['สาเหตุ'],สาเหตุ,6
สาก,['สาด'],สาด,3
สาด,['สาด'],สาด,5
สามารถ,['สามารถ'],สามารถ,17
สาย,['สาย'],สาย,347
สายไฟ,['สายไฟ'],สายไฟ,107
